Case Number,Breach Number,Defendant,Court Name,Court Level,Act,Regulation,Date of Hearing,Result,Fine,Address,Region,Local Authority,Industry,Main Activity,Type of Location,HSE Group,HSE Directorate,HSE Area,HSE Division,Time-st
4618707,01,David Coulson,Newcastle-upon-Tyne,Crown Court,"Health and Safety At Work Act 1974, Section 37, Sub Section 1",,10/05/2021,Prison Suspended,£0.00,Lichfield AvenueWalkerNewcastle upon TyneNE6 2NBEngland,Yorks & North East,Newcastle-upon-Tyne,Construction,41200 - CONSTRUCTION OF BUILDINGS,,HSE Group,HSE Directorate,HSE Area,HSE Division,2022-05-16 16:05:04.774415+00:00
