Case Number,Breach Number,Defendant,Court Name,Court Level,Act,Regulation,Date of Hearing,Result,Fine,Address,Region,Local Authority,Industry,Main Activity,Type of Location,HSE Group,HSE Directorate,HSE Area,HSE Division,Time-st
4544485,01,Billy Richard Hopwood,Chelmsford,Crown Court,"Health and Safety At Work Act 1974, Section 2, Sub Section 1",,18/02/2022,Prison,£0.00,Allen House/Billy Richard HopwEnsure Asbestos Management LtdS1 Allen HouseThe MaltingsSAWBRIDGEWORTHHertfordshireCM21 9JXEngland,East & South East,Epping Forest,Extractive and utility supply industries,39000 - REMEDIATION/WASTE MGT SERVICES,Fixed,HSE Group,HSE Directorate,HSE Area,HSE Division,2022-05-16 16:03:52.294506+00:00
