Notice Type,Description,Compliance Date,Revised Compliance Date,Result,Time-st
Improvement Notice,"IN.AST.180322.02 served re you have failed to manage your herd of cattle in such a way as to ensure, so far as is reasonably practicable, that members of the public are not exposed to risks to their health and safety whilst using public rights of way on your land",02/05/2022,,Ongoing,2022-05-05 16:06:12.976499+00:00
