Notice Type,Description,Compliance Date,Revised Compliance Date,Result,Time-st
Immediate Prohibition Notice,"Select Poultry and Meat Ltd, Hainault Business Park, Ilford IG6 3UT

PN/SG/16032022/01 - You have failed to ensure that work is not carried out at height where it is reasonably practicable to carry out the work 
safely otherwise than at height",Address,Region,Local Authority,2022-05-05 14:20:00.682180+00:00
