Notice Type,Description,Compliance Date,Revised Compliance Date,Result,Time-st
Immediate Prohibition Notice,"Prohibition Notice 312378817 - P LSH/22322/1 Prohibition Notice issued as effective measures have not been taken to prevent access to dangerous moving parts as the guarding has been removed to the V- belt and a panel removed to the enclosure of the shredder unit on the Ranizzolo Flex 500 shredder,. 

Prohibition Notice 312378862 - P LSH/22322/3 Prohibition Notice issued as effective measures have not been taken to prevent access to the dangerous moving parts of the Rams as there are openings in the guarding on the Harris Baler.",Address,Region,Local Authority,2022-05-05 14:19:10.344119+00:00
