Notice Type,Description,Compliance Date,Revised Compliance Date,Result,Time-st
Improvement Notice,"I/JS/161121/SKUL/01 - 312058515 - You have failed to ensure the external yard area at Old Edinburgh Road, Uddingston is organised in such a way that pedestrians and vehicles can circulate in a safer manner.",02/02/2022,,Ongoing,2022-05-05 16:08:02.014304+00:00
