Notice Type,Description,Compliance Date,Revised Compliance Date,Result,Time-st
Immediate Prohibition Notice,There is no supportive structure preventing the possible collapse of the walls of the excavations thus people and vehicles working in the excavation are at risk.,Address,Region,Local Authority,2022-05-05 14:21:06.428243+00:00
