Notice Type,Description,Compliance Date,Revised Compliance Date,Result,Time-st
Immediate Prohibition Notice,"PSJD140921-1-311895223
Persons are liable to come into contact with dangerous parts of machinery, namely the clutch and/ or spindle because yo have failed to take effective measures to prevent access to the dangerous parts of the machine such as suitable guards, this being a matter within your control",Address,Region,Local Authority,2022-05-05 14:22:23.593968+00:00
