Notice Type,Description,Compliance Date,Revised Compliance Date,Result,Time-st
Improvement Notice,"Notice 312314985 - Serial Number: IJC/03032022/3 - WAH
You failed to ensure that work at height under your control at the construction site at Camp Road, Symington, Biggar, was properly planned, appropriately supervised and carried out, so far as is reasonably practicable, safely.",04/04/2022,,Complied with,2022-05-05 16:06:53.360808+00:00
