Notice Type,Description,Compliance Date,Revised Compliance Date,Result,Time-st
Improvement Notice,"312416015 - NJS100322A - You have failed to ensure that the telescopic forklift truck on site at the old Police Station, High Street, Kinguissie is not operated except by persons who have received adequate training for the purposes of health and safety regarding methods which may be adopted when using the equipment, risks such use may entail and precautions to be taken; in that you do not have arrangments in place to control access to the forklift truck by untrained persons and no one on site has current evidence of undergoing training.",01/04/2022,,Complied with,2022-05-05 14:20:27.628865+00:00
