case_number,defendant,description,offence_date,total_fine,total_costs_awarded_to_hse,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,cytora_ingest_ts
4659175,NJP Consulting Engineers Limited,Prosecution - NJP Consulting - Death of Jeffrey Plevey at Citadel Church,15/03/2017,"£93,300.00","£1,704.14",St Andrews Crescent/NJP Consul20 St. Andrews CrescentCARDIFFCF10 3DDWales,Wales & South West,Cardiff UA,Construction,42990 - CIVIL ENGINEERING PROJECT NEC.,Fixed,CDOP3GP13,Construction Division,,Wales,1652956718.950029
