case_number,defendant,description,offence_date,total_fine,total_costs_awarded_to_hse,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,cytora_ingest_ts
4682611,Nelson Plant Hire Ltd,Prosecution of company for failure to maintain the braking system of an articulated dumper truck which led to “runaway” over a public carriageway and overturning and subsequent injuries to employee who was operating the vehicle at the time,11/05/2018,"£10,000.00","£8,236.70",White House FieldGoodworth ClatfordAndoverHampshireSP11 7TBEngland,East & South East,Test Valley,Total service industries,77320 - RENT/LEAS CONSTRUCT/CIVIL EQPT,,CDOP3GP15,Construction Division,,South East,1652956717.9583037
