Case Number,Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Address,Region,Local Authority,Industry,Main Activity,Type of Location,HSE Group,HSE Directorate,HSE Area,HSE Division,Time-st
4521953,BAM Nuttall Limited,During work did not ensure effective segregation of vehicles and pedestrians was maintained at all times and that adequate protected work areas were available for necessary tasks whereby employee was carrying out work at the roadside and was stuck by a dumper truck.,28/10/2016,"£700,000.00",£0.00,SSE SubstationBlackhillockKeithScotland,Scotland,Moray UA,Construction,41200 - CONSTRUCTION OF BUILDINGS,,FODOP1GP1,Field Operations Division,,Scotland,2022-05-16 15:06:28.910455+00:00
