case_number,defendant,description,offence_date,total_fine,total_costs_awarded_to_hse,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,cytora_ingest_ts
4659132,Strongs Partnership Limited,Prosecution - Strongs Partnership - Death of Jeffrey Plevey at Citadel Church,09/01/2017,"£33,500.00","£6,881.21",Old Caerphilly Road/Strongs PaMill HouseOld Caerphilly RoadCARDIFFCF15 7TAWales,Wales & South West,Caerphilly UA,Construction,41200 - CONSTRUCTION OF BUILDINGS,Fixed,CDOP3GP13,Construction Division,,Wales,1652956732.88825
