Case Number,Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Address,Region,Local Authority,Industry,Main Activity,Type of Location,HSE Group,HSE Directorate,HSE Area,HSE Division,Time-st
4635094,Accoil Paper Recycling Limited,Prosecution case - Accoil Paper Recycling - link to investigation case 4547475,19/01/2018,"£75,000.00","£7,706.50",Maypole Crescent/Accoil PaperAccoil Paper Recycling9a Maypole CrescentDarent Industrial ParkERITHKentDA8 2JZEngland,London,Bexley,Extractive and utility supply industries,39000 - REMEDIATION/WASTE MGT SERVICES,Fixed,FODOP4GP17,Field Operations Division,,London,2022-05-17 10:27:52.111342+00:00
