case_number,defendant,description,offence_date,total_fine,total_costs_awarded_to_hse,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,cytora_ingest_ts
4678094,Infiniti Roofing & Construction Limited,PA - Papers with PI - IP fell 3 metres through an unprotected edge whilst working on a sub-contractor basis at premises on Havers Hill Scarborough YO11,15/11/2017,"£22,667.00","£7,228.00",Havers HillScarboroughNorth YorkshireYO11 3DTEngland,Yorks & North East,Scarborough,Construction,43910 - ROOFING ACTIVITIES,,CDOP1GP5,Construction Division,,Yorkshire and Humber,1652956708.7915847
