case_number,defendant,description,offence_date,total_fine,total_costs_awarded_to_hse,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,cytora_ingest_ts
4514079,Green North East Trading BidCo Limited,,20/03/2016,"£900,000.00","£5,390.00",Impetus Waste ManagementTurbinia HouseWallsendTyne & WearNE28 6UZEngland,Yorks & North East,North Tyneside,Extractive and utility supply industries,37000 - SEWERAGE,,FODOP3GP13,Field Operations Division,,North East,1652957111.1734507
