case_number,defendant,description,offence_date,total_fine,total_costs_awarded_to_hse,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,cytora_ingest_ts
4441404,Busy Bee Builders Merchants Limited,,29/04/2015,"£80,000.00","£5,000.00",HQ/Brent Park Rd/Busy Bee BuilBusy Bee Builders Merchants Lt1a Brent Park RoadLONDONNW9 7AJEngland,London,Barnet,Total service industries,"46730 - WSL WOOD, CONST MATL/SANITARY",Fixed,SOUTHOP1G2,Field Operations Directorate,,London,1652956931.5307724
