case_number,defendant,description,offence_date,total_fine,total_costs_awarded_to_hse,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,cytora_ingest_ts
4586722,Fedex UK Limited,,02/11/2017,"£533,000.00","£10,033.39",Burntwood Industrial EstateStaffordshireStaffordshireEngland,Midlands,Lichfield,Total service industries,49410 - FREIGHT TRANSPORT BY ROAD,,FODOP8GP35,Field Operations Division,,West Midlands,1652957075.3677163
