Case Number,Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Address,Region,Local Authority,Industry,Main Activity,Type of Location,HSE Group,HSE Directorate,HSE Area,HSE Division,Time-st
4403417,Kybotech Limited,,11/07/2013,"£40,000.00","£1,314.00",British Fields Industrial SiteOllerton RoadTuxfordNottinghamshireNJG2 0PQEngland,Midlands,Bassetlaw,Manufacturing,31090 - MANUFACTURE OF OTHER FURNITURE,,CENTOP2GP4,Field Operations Directorate,,East Midlands,2022-05-17 12:52:17.289273+00:00
