case_number,defendant,description,offence_date,total_fine,total_costs_awarded_to_hse,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,cytora_ingest_ts
4443864,1st Maintenance Limited,,23/12/2013,"£16,000.00",£640.60,HQ/84 Grange Road TQ1/1st Main1st Maintenance Limited84 Grange RoadAllacombeTORQUAYDevonTQ1 4LYEngland,Wales & South West,Torbay UA,Construction,41100 - DEVELOPMENT BUILDING PROJECTS,Fixed,CENTOP4G14,Field Operations Directorate,,South West,2022-05-23 10:29:26.502822
