case_number,defendant,description,offence_date,total_fine,total_costs_awarded_to_hse,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,cytora_ingest_ts
4434863,Warburtons Limited,,11/11/2013,"£2,000,000.00","£19,609.28",Moorcroft Park/Warburtons LimiMoorcroft Park11 Moorcroft DriveWEDNESBURYWest MidlandsWS10 7DEEngland,Midlands,Sandwell,Manufacturing,10710 - MF BREAD/FRESH PASTRY/CAKES,Fixed,CENTOP2GP8,Field Operations Directorate,,West Midlands,1652957505.6884668
