Case Number,Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Address,Region,Local Authority,Industry,Main Activity,Type of Location,HSE Group,HSE Directorate,HSE Area,HSE Division,Time-st
4354939,Environcom England Limited,,30/05/2013,"£100,000.00","£16,286.12",HQ/Spittlegate Level/EnvironcoSpittlegate LevelGRANTHAMLincolnshireNG31 7UHEngland,Midlands,South Kesteven,Extractive and utility supply industries,38320 - RECOVERY OF SORTED MATERIALS,Fixed,CENTOP2GP1,Field Operations Directorate,,East Midlands,2022-05-17 12:50:03.212721+00:00
