Notice Type,Description,Compliance Date,Revised Compliance Date,Result,Time-st
Immediate Prohibition Notice,"Prohibition Notice served,

Use of the Mil-tek H600 dry material baler (serial number S119608) (which has been modified and is known as the “wet baler”).

The machine has failed (the door has failed and come open under pressure whilst in use) and is not currently in a safe condition to use without further remedial work.",Address,Region,Local Authority,2022-05-05 16:09:56.586562+00:00
