Notice Type,Description,Compliance Date,Revised Compliance Date,Result,Time-st
Immediate Prohibition Notice,"PN served re: The following activities namely use of the KBB 4005 Kautex Maschinenbau Blow Moulding Machine (serial number 367002) which are being carried on under your control at Unit 70, Clywedog Road East, Wrexham Industrial Estate, Wrexham LL13 9XE involve a risk of serious personal injury, and that the matters which give rise to the said risks are crushing injuries when contacting moving parts.

Whole body and part body access could be made to the machine as there is inadequate guarding to prevent access.",Address,Region,Local Authority,2022-05-05 14:23:07.201538+00:00
