Case Number,Breach Number,Defendant,Court Name,Court Level,Act,Regulation,Date of Hearing,Result,Fine,Address,Region,Local Authority,Industry,Main Activity,Type of Location,HSE Group,HSE Directorate,HSE Area,HSE Division,Time-st
4399783,01,Recresco Ltd,Liverpool,Crown Court,"Health and Safety At Work Act 1974, Section 3, Sub Section 1",,18/06/2015,Fine,"£25,000.00",Manisty Wharf/Recresco LtdManisty WharfNorth RoadEllesmere PortCheshireCH65 1ABEngland,North West,Cheshire West and Chester UA,Extractive and utility supply industries,38320 - RECOVERY OF SORTED MATERIALS,Fixed,HSE Group,HSE Directorate,HSE Area,HSE Division,2022-05-17 08:47:21.744676+00:00
