Case Number,Breach Number,Defendant,Court Name,Court Level,Act,Regulation,Date of Hearing,Result,Fine,Address,Region,Local Authority,Industry,Main Activity,Type of Location,HSE Group,HSE Directorate,HSE Area,HSE Division,Time-st
4527607,02,JHH Engineering Limited,Southwark,Crown Court,"Health and Safety At Work Act 1974, Section 2, Sub Section 1",,09/07/2018,Fine,"£30,000.00",Downsell Primary School / JHHDownsell Primary School134-136 Downsell RoadLONDONE15 2BSEngland,London,Waltham Forest,Construction,43390 - OTHER BUILDING COMPLETION,Fixed,HSE Group,HSE Directorate,HSE Area,HSE Division,2022-05-17 08:40:58.636723+00:00
