Case Number,Breach Number,Defendant,Court Name,Court Level,Act,Regulation,Date of Hearing,Result,Fine,Address,Region,Local Authority,Industry,Main Activity,Type of Location,HSE Group,HSE Directorate,HSE Area,HSE Division,Time-st
4451861,02,Allen and Hunt Construction Engineers Limited,Derby,Crown Court,,Work at Height Regulations 2005 (No  9) para 2,22/11/2016,Fine,£0.00,Norlow Works/Allen and Hunt LtNorlow WorksThorpeASHBOURNEDerbyshireDE6 2ATEngland,Midlands,Derbyshire Dales,Construction,41200 - CONSTRUCTION OF BUILDINGS,Fixed,HSE Group,HSE Directorate,HSE Area,HSE Division,2022-05-17 08:44:14.050665+00:00
