Case Number,Breach Number,Defendant,Court Name,Court Level,Act,Regulation,Date of Hearing,Result,Fine,Address,Region,Local Authority,Industry,Main Activity,Type of Location,HSE Group,HSE Directorate,HSE Area,HSE Division,Time-st
4423320,01,Redrow Homes Limited,Liverpool,Crown Court,"Health and Safety At Work Act 1974, Section 3, Sub Section 1",,27/11/2017,Fine,"£500,000.00",The AvenueSummerhill ParkLiverpoolMerseysideL14England,North West,Liverpool,Construction,42990 - CIVIL ENGINEERING PROJECT NEC.,,HSE Group,HSE Directorate,HSE Area,HSE Division,2022-05-17 08:41:55.726250+00:00
