Case Number,Breach Number,Defendant,Court Name,Court Level,Act,Regulation,Date of Hearing,Result,Fine,Address,Region,Local Authority,Industry,Main Activity,Type of Location,HSE Group,HSE Directorate,HSE Area,HSE Division,Time-st
4286026,02,EMC Contracts Limited,Preston,Crown Court,"Health and Safety At Work Act 1974, Section 2, Sub Section 1",,24/02/2014,Fine,"£100,000.00",The Odeon CinemaPort WayPrestonLancashirePR2 2YQEngland,North West,Preston,Construction,43390 - OTHER BUILDING COMPLETION,,HSE Group,HSE Directorate,HSE Area,HSE Division,2022-05-17 08:50:27.473612+00:00
