Case Number,Breach Number,Defendant,Court Name,Court Level,Act,Regulation,Date of Hearing,Result,Fine,Address,Region,Local Authority,Industry,Main Activity,Type of Location,HSE Group,HSE Directorate,HSE Area,HSE Division,Time-st
4158022,01,J H Hallam (Contracts) Limited,Leicester,Crown Court,"Health and Safety At Work Act 1974, Section 3, Sub Section 0",,11/05/2012,Fine,"£80,000.00",Freeby LaneWaltham on the WoldMelton MowbrayEngland,Midlands,Melton,Construction,41200 - CONSTRUCTION OF BUILDINGS,,HSE Group,HSE Directorate,HSE Area,HSE Division,2022-05-17 08:54:08.664442+00:00
